log_id,user,action,device,location,anomaly_score,timestamp
1220,user_48,Data Exfiltration,Mac,UK,0.6,2024-01-01 20:19:00
1221,user_31,VPN Access,Android,Russia,0.35,2024-01-01 20:20:00
1222,user_61,VPN Access,Android,Germany,0.95,2024-01-01 20:21:00
1223,user_82,Data Exfiltration,Windows,UK,0.16,2024-01-01 20:22:00
1224,user_13,File Access,Mac,USA,0.48,2024-01-01 20:23:00
1225,user_93,Suspicious Command,Linux,UK,0.0,2024-01-01 20:24:00
1226,user_95,File Access,Mac,UK,0.96,2024-01-01 20:25:00
1227,user_45,Suspicious Command,Android,China,0.05,2024-01-01 20:26:00
1228,user_69,Privilege Escalation,Linux,Germany,0.96,2024-01-01 20:27:00
1229,user_99,Data Exfiltration,iOS,Germany,0.66,2024-01-01 20:28:00
1230,user_70,Privilege Escalation,Mac,Germany,0.92,2024-01-01 20:29:00
1231,user_87,Privilege Escalation,iOS,China,0.13,2024-01-01 20:30:00
1232,user_60,Failed Login,Linux,UK,0.98,2024-01-01 20:31:00
1233,user_1,Failed Login,Android,Germany,0.89,2024-01-01 20:32:00
1234,user_19,Login,iOS,China,0.73,2024-01-01 20:33:00
1235,user_39,VPN Access,Android,China,0.95,2024-01-01 20:34:00
1236,user_73,Privilege Escalation,Mac,Russia,0.78,2024-01-01 20:35:00
1237,user_6,Data Exfiltration,Linux,India,0.1,2024-01-01 20:36:00
1238,user_74,Data Exfiltration,Android,India,0.25,2024-01-01 20:37:00
1239,user_70,Login,iOS,Germany,0.74,2024-01-01 20:38:00
1240,user_10,Data Exfiltration,Mac,China,0.17,2024-01-01 20:39:00
1241,user_91,Data Exfiltration,iOS,China,0.81,2024-01-01 20:40:00
1242,user_2,VPN Access,Linux,India,0.6,2024-01-01 20:41:00
1243,user_19,File Access,Mac,China,0.52,2024-01-01 20:42:00
1244,user_18,VPN Access,Android,UK,0.3,2024-01-01 20:43:00
1245,user_45,Data Exfiltration,Linux,Russia,0.28,2024-01-01 20:44:00
1246,user_100,File Access,iOS,USA,0.14,2024-01-01 20:45:00
1247,user_38,Failed Login,iOS,Germany,1.0,2024-01-01 20:46:00
1248,user_87,Failed Login,iOS,India,0.76,2024-01-01 20:47:00
1249,user_85,File Access,iOS,China,0.35,2024-01-01 20:48:00
1250,user_19,Failed Login,iOS,UK,0.18,2024-01-01 20:49:00
1251,user_67,File Access,Linux,USA,0.92,2024-01-01 20:50:00
1252,user_21,Data Exfiltration,Linux,China,0.69,2024-01-01 20:51:00
1253,user_32,File Access,Android,USA,0.21,2024-01-01 20:52:00
1254,user_9,Login,Mac,USA,0.78,2024-01-01 20:53:00
1255,user_16,Login,Windows,India,0.48,2024-01-01 20:54:00
1256,user_65,Suspicious Command,Mac,Russia,0.51,2024-01-01 20:55:00
1257,user_8,Login,Android,India,0.3,2024-01-01 20:56:00
1258,user_69,Suspicious Command,Windows,India,0.69,2024-01-01 20:57:00
1259,user_33,Privilege Escalation,Android,Germany,0.16,2024-01-01 20:58:00
1260,user_72,Suspicious Command,iOS,UK,0.31,2024-01-01 20:59:00
1261,user_48,Suspicious Command,Windows,USA,0.62,2024-01-01 21:00:00
1262,user_67,Login,Android,Germany,0.45,2024-01-01 21:01:00
1263,user_49,Data Exfiltration,Mac,Germany,0.7,2024-01-01 21:02:00
1264,user_34,File Access,Windows,UK,0.47,2024-01-01 21:03:00
1265,user_43,Failed Login,Windows,Russia,0.91,2024-01-01 21:04:00
1266,user_58,VPN Access,Mac,China,0.56,2024-01-01 21:05:00
1267,user_52,VPN Access,Android,China,0.44,2024-01-01 21:06:00
1268,user_45,Suspicious Command,Windows,China,0.42,2024-01-01 21:07:00
1269,user_27,Login,Mac,Russia,0.91,2024-01-01 21:08:00
1270,user_95,VPN Access,Android,Russia,0.8,2024-01-01 21:09:00
1271,user_24,Login,iOS,India,0.13,2024-01-01 21:10:00
1272,user_90,Suspicious Command,Linux,Germany,0.96,2024-01-01 21:11:00
1273,user_73,Privilege Escalation,Linux,USA,0.69,2024-01-01 21:12:00
1274,user_94,Suspicious Command,iOS,UK,0.46,2024-01-01 21:13:00
1275,user_38,File Access,Windows,USA,0.75,2024-01-01 21:14:00
1276,user_27,Privilege Escalation,Mac,Germany,0.4,2024-01-01 21:15:00
1277,user_60,Privilege Escalation,Mac,UK,0.05,2024-01-01 21:16:00
1278,user_56,Failed Login,Windows,China,0.69,2024-01-01 21:17:00
1279,user_4,VPN Access,Android,UK,0.22,2024-01-01 21:18:00
1280,user_49,VPN Access,Mac,India,0.32,2024-01-01 21:19:00
1281,user_29,Login,Windows,UK,0.72,2024-01-01 21:20:00
1282,user_17,Login,Linux,India,0.01,2024-01-01 21:21:00
1283,user_100,Login,Windows,India,0.42,2024-01-01 21:22:00
1284,user_80,VPN Access,iOS,Russia,0.26,2024-01-01 21:23:00
1285,user_89,Suspicious Command,Android,China,0.95,2024-01-01 21:24:00
1286,user_67,Login,Android,UK,0.96,2024-01-01 21:25:00
1287,user_13,Data Exfiltration,iOS,Germany,0.94,2024-01-01 21:26:00
1288,user_1,File Access,Mac,USA,0.36,2024-01-01 21:27:00
1289,user_77,VPN Access,iOS,Russia,0.74,2024-01-01 21:28:00
1290,user_26,Data Exfiltration,iOS,China,0.57,2024-01-01 21:29:00
1291,user_33,Privilege Escalation,Linux,UK,0.72,2024-01-01 21:30:00
1292,user_32,Data Exfiltration,Linux,Russia,0.76,2024-01-01 21:31:00
1293,user_60,VPN Access,iOS,India,0.41,2024-01-01 21:32:00
1294,user_50,Failed Login,Linux,UK,0.74,2024-01-01 21:33:00
1295,user_15,Login,Mac,Germany,0.06,2024-01-01 21:34:00
1296,user_24,Failed Login,Windows,China,0.31,2024-01-01 21:35:00
1297,user_9,VPN Access,iOS,UK,0.5,2024-01-01 21:36:00
1298,user_74,VPN Access,Android,Germany,0.92,2024-01-01 21:37:00
1299,user_85,File Access,Windows,UK,0.1,2024-01-01 21:38:00
1300,user_66,Suspicious Command,Mac,UK,0.62,2024-01-01 21:39:00
1301,user_57,Privilege Escalation,Windows,Germany,0.73,2024-01-01 21:40:00
1302,user_36,VPN Access,Windows,India,0.8,2024-01-01 21:41:00
1303,user_3,File Access,Mac,China,0.02,2024-01-01 21:42:00
1304,user_16,Failed Login,Linux,China,0.15,2024-01-01 21:43:00
1305,user_69,VPN Access,Mac,UK,0.48,2024-01-01 21:44:00
1306,user_18,Login,Linux,China,0.85,2024-01-01 21:45:00
1307,user_36,File Access,iOS,Russia,0.19,2024-01-01 21:46:00
1308,user_85,Login,Android,Germany,0.76,2024-01-01 21:47:00
1309,user_64,VPN Access,Mac,Russia,0.51,2024-01-01 21:48:00
1310,user_25,VPN Access,Windows,USA,0.54,2024-01-01 21:49:00
1311,user_27,Login,Windows,Russia,0.12,2024-01-01 21:50:00
1312,user_53,VPN Access,iOS,Russia,0.42,2024-01-01 21:51:00
1313,user_44,VPN Access,Linux,Russia,0.43,2024-01-01 21:52:00
1314,user_53,Login,Mac,Germany,0.95,2024-01-01 21:53:00
1315,user_60,Data Exfiltration,Windows,Germany,0.4,2024-01-01 21:54:00
1316,user_66,Privilege Escalation,Android,USA,0.73,2024-01-01 21:55:00
1317,user_74,Suspicious Command,Linux,UK,0.53,2024-01-01 21:56:00
1318,user_6,File Access,Windows,UK,0.9,2024-01-01 21:57:00
1319,user_26,Login,Mac,India,0.66,2024-01-01 21:58:00
1320,user_21,Data Exfiltration,Windows,Russia,0.3,2024-01-01 21:59:00
1321,user_57,File Access,Android,USA,0.79,2024-01-01 22:00:00
1322,user_10,Suspicious Command,Mac,Russia,0.89,2024-01-01 22:01:00
1323,user_43,Privilege Escalation,iOS,USA,0.48,2024-01-01 22:02:00
1324,user_81,Suspicious Command,Windows,Germany,0.01,2024-01-01 22:03:00
1325,user_2,File Access,Mac,India,0.36,2024-01-01 22:04:00
1326,user_55,Login,iOS,Russia,0.16,2024-01-01 22:05:00
1327,user_57,Login,Linux,Germany,0.85,2024-01-01 22:06:00
1328,user_14,Login,Windows,Germany,0.68,2024-01-01 22:07:00
1329,user_51,VPN Access,Mac,USA,0.62,2024-01-01 22:08:00
1330,user_68,Login,Linux,India,0.49,2024-01-01 22:09:00
1331,user_79,Data Exfiltration,Android,China,0.74,2024-01-01 22:10:00
1332,user_62,Login,Linux,UK,0.92,2024-01-01 22:11:00
1333,user_65,File Access,Mac,Russia,0.9,2024-01-01 22:12:00
1334,user_13,Suspicious Command,Mac,China,0.93,2024-01-01 22:13:00
1335,user_17,VPN Access,iOS,USA,0.69,2024-01-01 22:14:00
1336,user_19,Failed Login,Linux,USA,0.53,2024-01-01 22:15:00
1337,user_52,Login,Android,UK,0.84,2024-01-01 22:16:00
1338,user_64,Failed Login,Windows,China,0.41,2024-01-01 22:17:00
1339,user_73,File Access,Windows,Russia,0.47,2024-01-01 22:18:00
1340,user_66,Suspicious Command,Mac,India,0.84,2024-01-01 22:19:00
1341,user_25,Failed Login,Linux,USA,0.37,2024-01-01 22:20:00
1342,user_10,VPN Access,Windows,Germany,0.45,2024-01-01 22:21:00
1343,user_76,Privilege Escalation,Linux,China,0.11,2024-01-01 22:22:00
1344,user_74,Failed Login,Android,India,0.28,2024-01-01 22:23:00
1345,user_39,Data Exfiltration,Mac,Germany,0.31,2024-01-01 22:24:00
1346,user_32,Privilege Escalation,Linux,Russia,0.3,2024-01-01 22:25:00
1347,user_96,File Access,Windows,China,0.73,2024-01-01 22:26:00
1348,user_96,Failed Login,Windows,UK,0.89,2024-01-01 22:27:00
1349,user_97,Data Exfiltration,iOS,India,0.02,2024-01-01 22:28:00
1350,user_89,Suspicious Command,Mac,Russia,0.81,2024-01-01 22:29:00
1351,user_19,Data Exfiltration,Linux,Germany,0.81,2024-01-01 22:30:00
1352,user_91,VPN Access,Linux,Russia,0.4,2024-01-01 22:31:00
1353,user_14,Suspicious Command,iOS,China,0.02,2024-01-01 22:32:00
1354,user_4,VPN Access,Android,UK,0.55,2024-01-01 22:33:00
1355,user_75,File Access,Android,Germany,0.44,2024-01-01 22:34:00
1356,user_82,Privilege Escalation,Mac,China,0.37,2024-01-01 22:35:00
1357,user_87,VPN Access,Android,USA,0.44,2024-01-01 22:36:00
1358,user_45,File Access,iOS,USA,0.7,2024-01-01 22:37:00
1359,user_83,Login,Windows,China,0.99,2024-01-01 22:38:00
1360,user_42,File Access,Linux,UK,0.49,2024-01-01 22:39:00
1361,user_62,Suspicious Command,iOS,India,0.69,2024-01-01 22:40:00
1362,user_12,Failed Login,iOS,USA,0.31,2024-01-01 22:41:00
1363,user_30,VPN Access,iOS,USA,0.43,2024-01-01 22:42:00
1364,user_10,Login,Android,Germany,0.94,2024-01-01 22:43:00
1365,user_96,Suspicious Command,iOS,Germany,0.81,2024-01-01 22:44:00
1366,user_77,VPN Access,Linux,India,0.52,2024-01-01 22:45:00
1367,user_100,Privilege Escalation,Linux,Germany,0.32,2024-01-01 22:46:00
1368,user_73,File Access,iOS,UK,0.79,2024-01-01 22:47:00
1369,user_42,VPN Access,Windows,China,0.2,2024-01-01 22:48:00
1370,user_56,Suspicious Command,Linux,India,0.81,2024-01-01 22:49:00
1371,user_87,Privilege Escalation,Windows,UK,0.98,2024-01-01 22:50:00
1372,user_52,Suspicious Command,Mac,Russia,0.12,2024-01-01 22:51:00
1373,user_42,File Access,Android,Germany,0.47,2024-01-01 22:52:00
1374,user_21,Data Exfiltration,Android,Germany,0.96,2024-01-01 22:53:00
1375,user_59,VPN Access,Android,China,0.56,2024-01-01 22:54:00
1376,user_73,Failed Login,Linux,China,0.4,2024-01-01 22:55:00
1377,user_64,Data Exfiltration,Android,Russia,0.59,2024-01-01 22:56:00
1378,user_74,Data Exfiltration,Linux,UK,0.61,2024-01-01 22:57:00
1379,user_77,Data Exfiltration,Windows,Russia,0.27,2024-01-01 22:58:00
1380,user_57,Data Exfiltration,Linux,Russia,0.06,2024-01-01 22:59:00
1381,user_34,VPN Access,Mac,UK,0.41,2024-01-01 23:00:00
1382,user_27,Failed Login,Linux,India,0.12,2024-01-01 23:01:00
1383,user_54,Failed Login,Mac,India,0.54,2024-01-01 23:02:00
1384,user_86,Data Exfiltration,Windows,Russia,0.27,2024-01-01 23:03:00
1385,user_61,Data Exfiltration,iOS,Germany,0.2,2024-01-01 23:04:00
1386,user_10,Login,Windows,India,0.36,2024-01-01 23:05:00
1387,user_46,File Access,Mac,Germany,0.97,2024-01-01 23:06:00
1388,user_56,Data Exfiltration,Linux,China,0.61,2024-01-01 23:07:00
1389,user_4,Privilege Escalation,Linux,Germany,0.82,2024-01-01 23:08:00
1390,user_26,VPN Access,Mac,China,0.06,2024-01-01 23:09:00
1391,user_76,Data Exfiltration,Mac,Germany,0.75,2024-01-01 23:10:00
1392,user_78,Failed Login,iOS,Russia,0.94,2024-01-01 23:11:00
1393,user_21,File Access,Windows,Germany,0.53,2024-01-01 23:12:00
1394,user_87,Privilege Escalation,Mac,UK,0.42,2024-01-01 23:13:00
1395,user_100,File Access,iOS,India,0.84,2024-01-01 23:14:00
1396,user_99,Data Exfiltration,Android,India,0.91,2024-01-01 23:15:00
1397,user_37,Failed Login,Linux,Germany,0.59,2024-01-01 23:16:00
1398,user_32,Data Exfiltration,Linux,India,0.34,2024-01-01 23:17:00
1399,user_48,VPN Access,iOS,Germany,0.1,2024-01-01 23:18:00
1400,user_58,VPN Access,Linux,China,0.21,2024-01-01 23:19:00
1401,user_84,File Access,Windows,India,0.7,2024-01-01 23:20:00
1402,user_23,Failed Login,Mac,Germany,0.93,2024-01-01 23:21:00
1403,user_18,VPN Access,Android,USA,0.62,2024-01-01 23:22:00
1404,user_60,File Access,iOS,India,0.62,2024-01-01 23:23:00
1405,user_34,Privilege Escalation,iOS,USA,0.26,2024-01-01 23:24:00
1406,user_84,Data Exfiltration,Linux,China,0.22,2024-01-01 23:25:00
1407,user_49,VPN Access,Mac,UK,0.38,2024-01-01 23:26:00
1408,user_70,Login,iOS,China,0.0,2024-01-01 23:27:00
1409,user_14,Failed Login,Mac,Germany,0.9,2024-01-01 23:28:00
1410,user_31,VPN Access,Windows,Russia,0.1,2024-01-01 23:29:00
1411,user_82,Login,iOS,India,0.82,2024-01-01 23:30:00
1412,user_41,Suspicious Command,iOS,Germany,0.55,2024-01-01 23:31:00
1413,user_31,Failed Login,Linux,Russia,0.84,2024-01-01 23:32:00
1414,user_97,VPN Access,Windows,USA,0.37,2024-01-01 23:33:00
1415,user_71,Failed Login,Mac,Germany,0.98,2024-01-01 23:34:00
1416,user_61,File Access,iOS,India,0.58,2024-01-01 23:35:00
1417,user_1,Data Exfiltration,Windows,Germany,0.87,2024-01-01 23:36:00
1418,user_63,Suspicious Command,Android,Russia,0.83,2024-01-01 23:37:00
1419,user_76,Privilege Escalation,iOS,Germany,0.99,2024-01-01 23:38:00
1420,user_14,VPN Access,Windows,Germany,0.04,2024-01-01 23:39:00
1421,user_46,Failed Login,iOS,Germany,0.25,2024-01-01 23:40:00
1422,user_93,Failed Login,Linux,USA,0.87,2024-01-01 23:41:00
1423,user_86,Login,iOS,Russia,0.82,2024-01-01 23:42:00
1424,user_57,Failed Login,iOS,Germany,0.45,2024-01-01 23:43:00
1425,user_5,VPN Access,Windows,China,0.82,2024-01-01 23:44:00
1426,user_38,Suspicious Command,Mac,China,0.5,2024-01-01 23:45:00
1427,user_2,VPN Access,Windows,China,0.87,2024-01-01 23:46:00
1428,user_23,File Access,Mac,China,0.88,2024-01-01 23:47:00
1429,user_41,Suspicious Command,Linux,Germany,0.92,2024-01-01 23:48:00
1430,user_83,Suspicious Command,Windows,China,0.75,2024-01-01 23:49:00
1431,user_49,VPN Access,Mac,Russia,0.28,2024-01-01 23:50:00
1432,user_69,Failed Login,Linux,India,0.21,2024-01-01 23:51:00
1433,user_45,File Access,iOS,UK,0.31,2024-01-01 23:52:00
1434,user_78,Failed Login,Android,Germany,0.94,2024-01-01 23:53:00
1435,user_63,File Access,Linux,Russia,0.91,2024-01-01 23:54:00
1436,user_7,File Access,Linux,UK,0.36,2024-01-01 23:55:00
1437,user_24,Login,Mac,Germany,0.94,2024-01-01 23:56:00
1438,user_89,Privilege Escalation,iOS,Russia,0.63,2024-01-01 23:57:00
1439,user_34,Suspicious Command,Mac,India,0.38,2024-01-01 23:58:00
1440,user_59,File Access,Linux,China,0.37,2024-01-01 23:59:00
1441,user_85,VPN Access,Linux,China,0.27,2024-01-02 00:00:00
1442,user_34,File Access,Mac,India,0.44,2024-01-02 00:01:00
1443,user_21,Privilege Escalation,Linux,USA,0.49,2024-01-02 00:02:00
1444,user_24,Data Exfiltration,Linux,India,0.3,2024-01-02 00:03:00
1445,user_95,Failed Login,Linux,China,0.19,2024-01-02 00:04:00
1446,user_92,Suspicious Command,Windows,Germany,0.94,2024-01-02 00:05:00
1447,user_43,File Access,iOS,Russia,0.52,2024-01-02 00:06:00
1448,user_66,File Access,Windows,Germany,0.13,2024-01-02 00:07:00
1449,user_30,Failed Login,Windows,UK,0.43,2024-01-02 00:08:00
1450,user_40,Privilege Escalation,iOS,Germany,0.55,2024-01-02 00:09:00
1451,user_35,VPN Access,iOS,India,0.44,2024-01-02 00:10:00
1452,user_33,Privilege Escalation,Mac,Russia,0.61,2024-01-02 00:11:00
1453,user_94,VPN Access,Linux,Germany,0.96,2024-01-02 00:12:00
1454,user_100,File Access,Linux,USA,0.32,2024-01-02 00:13:00
1455,user_71,Privilege Escalation,Android,UK,0.0,2024-01-02 00:14:00
1456,user_22,Privilege Escalation,iOS,India,0.74,2024-01-02 00:15:00
1457,user_76,Data Exfiltration,iOS,UK,0.72,2024-01-02 00:16:00
1458,user_23,Failed Login,Linux,USA,0.69,2024-01-02 00:17:00
1459,user_25,File Access,Android,Russia,0.4,2024-01-02 00:18:00
1460,user_39,Suspicious Command,Windows,China,0.28,2024-01-02 00:19:00
1461,user_48,VPN Access,iOS,USA,0.64,2024-01-02 00:20:00
1462,user_71,VPN Access,Mac,Germany,0.4,2024-01-02 00:21:00
1463,user_19,Login,Windows,China,0.99,2024-01-02 00:22:00
1464,user_15,Login,Mac,India,0.81,2024-01-02 00:23:00
1465,user_23,Privilege Escalation,Linux,China,0.26,2024-01-02 00:24:00
1466,user_24,Data Exfiltration,iOS,Germany,0.4,2024-01-02 00:25:00
1467,user_89,Suspicious Command,Android,Germany,0.97,2024-01-02 00:26:00
1468,user_99,Suspicious Command,Windows,USA,0.01,2024-01-02 00:27:00
1469,user_58,Privilege Escalation,Windows,India,0.4,2024-01-02 00:28:00
1470,user_99,File Access,Windows,Germany,0.76,2024-01-02 00:29:00
1471,user_35,VPN Access,iOS,China,0.12,2024-01-02 00:30:00
1472,user_33,File Access,Linux,Germany,0.3,2024-01-02 00:31:00
1473,user_86,Privilege Escalation,Mac,Russia,0.12,2024-01-02 00:32:00
1474,user_66,Login,Linux,UK,0.17,2024-01-02 00:33:00
1475,user_96,File Access,Android,UK,0.83,2024-01-02 00:34:00
1476,user_13,Suspicious Command,iOS,India,0.79,2024-01-02 00:35:00
1477,user_61,Suspicious Command,Windows,USA,0.65,2024-01-02 00:36:00
1478,user_10,File Access,Linux,Russia,0.63,2024-01-02 00:37:00
1479,user_53,Login,Mac,Germany,0.94,2024-01-02 00:38:00
1480,user_27,Privilege Escalation,Android,India,0.31,2024-01-02 00:39:00
1481,user_97,Failed Login,Mac,India,0.98,2024-01-02 00:40:00
1482,user_19,Suspicious Command,Linux,Germany,0.86,2024-01-02 00:41:00
1483,user_47,VPN Access,iOS,Germany,0.85,2024-01-02 00:42:00
1484,user_89,Failed Login,iOS,Russia,0.47,2024-01-02 00:43:00
1485,user_68,File Access,iOS,Russia,0.02,2024-01-02 00:44:00
1486,user_69,Privilege Escalation,Linux,Germany,0.42,2024-01-02 00:45:00
1487,user_14,Failed Login,Android,Russia,0.54,2024-01-02 00:46:00
1488,user_93,File Access,Mac,Germany,0.59,2024-01-02 00:47:00
1489,user_43,Privilege Escalation,Windows,USA,0.6,2024-01-02 00:48:00
1490,user_94,VPN Access,Linux,India,0.02,2024-01-02 00:49:00
1491,user_22,Data Exfiltration,Mac,Germany,0.94,2024-01-02 00:50:00
1492,user_65,Data Exfiltration,Mac,Germany,0.22,2024-01-02 00:51:00
1493,user_15,Suspicious Command,Linux,UK,0.98,2024-01-02 00:52:00
1494,user_48,VPN Access,Linux,USA,0.31,2024-01-02 00:53:00
1495,user_8,VPN Access,iOS,USA,0.65,2024-01-02 00:54:00
1496,user_70,VPN Access,Android,UK,0.28,2024-01-02 00:55:00
1497,user_48,Login,Mac,India,0.73,2024-01-02 00:56:00
1498,user_53,Failed Login,Android,UK,0.1,2024-01-02 00:57:00
1499,user_31,File Access,Android,UK,0.69,2024-01-02 00:58:00
1500,user_56,Suspicious Command,Mac,Russia,0.53,2024-01-02 00:59:00
1501,user_86,File Access,Linux,Germany,0.15,2024-01-02 01:00:00
1502,user_37,Privilege Escalation,Windows,India,0.61,2024-01-02 01:01:00
1503,user_92,Suspicious Command,Windows,USA,0.58,2024-01-02 01:02:00
1504,user_96,Data Exfiltration,Android,Russia,0.29,2024-01-02 01:03:00
1505,user_29,File Access,Mac,China,0.06,2024-01-02 01:04:00
1506,user_21,Failed Login,Android,USA,0.15,2024-01-02 01:05:00
1507,user_96,Failed Login,Windows,UK,0.48,2024-01-02 01:06:00
1508,user_98,Failed Login,Linux,Germany,0.39,2024-01-02 01:07:00
1509,user_66,Suspicious Command,Linux,India,0.88,2024-01-02 01:08:00
1510,user_66,VPN Access,Linux,UK,0.12,2024-01-02 01:09:00
1511,user_33,Failed Login,Android,Russia,0.77,2024-01-02 01:10:00
1512,user_11,Suspicious Command,iOS,UK,0.76,2024-01-02 01:11:00
1513,user_60,Failed Login,Windows,Germany,0.73,2024-01-02 01:12:00
1514,user_84,Suspicious Command,iOS,Russia,0.72,2024-01-02 01:13:00
1515,user_93,Failed Login,Windows,Russia,0.11,2024-01-02 01:14:00
1516,user_71,Privilege Escalation,Linux,USA,0.94,2024-01-02 01:15:00
1517,user_61,Privilege Escalation,iOS,India,0.02,2024-01-02 01:16:00
1518,user_21,VPN Access,Windows,USA,0.35,2024-01-02 01:17:00
1519,user_4,File Access,Linux,China,0.98,2024-01-02 01:18:00
1520,user_66,Login,iOS,UK,0.99,2024-01-02 01:19:00
1521,user_45,Login,Mac,UK,0.46,2024-01-02 01:20:00
1522,user_27,VPN Access,Windows,India,0.21,2024-01-02 01:21:00
1523,user_66,File Access,Mac,Germany,0.3,2024-01-02 01:22:00
1524,user_89,Failed Login,Linux,Germany,0.1,2024-01-02 01:23:00
1525,user_34,File Access,Mac,UK,0.03,2024-01-02 01:24:00
1526,user_84,Privilege Escalation,Windows,Russia,0.58,2024-01-02 01:25:00
1527,user_17,Privilege Escalation,iOS,India,0.51,2024-01-02 01:26:00
1528,user_21,Suspicious Command,iOS,Germany,0.93,2024-01-02 01:27:00
1529,user_27,Suspicious Command,Linux,China,0.06,2024-01-02 01:28:00
1530,user_60,Login,Windows,UK,0.34,2024-01-02 01:29:00
1531,user_15,VPN Access,Windows,Germany,0.39,2024-01-02 01:30:00
1532,user_15,Privilege Escalation,iOS,China,0.98,2024-01-02 01:31:00
1533,user_65,VPN Access,Windows,USA,0.25,2024-01-02 01:32:00
1534,user_55,Failed Login,iOS,UK,0.31,2024-01-02 01:33:00
1535,user_36,File Access,Linux,USA,0.62,2024-01-02 01:34:00
1536,user_1,File Access,Windows,UK,0.86,2024-01-02 01:35:00
1537,user_24,File Access,Android,Germany,0.71,2024-01-02 01:36:00
1538,user_85,Privilege Escalation,Android,India,0.42,2024-01-02 01:37:00
1539,user_85,File Access,iOS,Germany,0.2,2024-01-02 01:38:00
1540,user_56,File Access,iOS,UK,0.39,2024-01-02 01:39:00
1541,user_31,File Access,Linux,Russia,0.98,2024-01-02 01:40:00
1542,user_2,Data Exfiltration,Mac,Germany,0.53,2024-01-02 01:41:00
1543,user_21,Privilege Escalation,Windows,India,0.14,2024-01-02 01:42:00
1544,user_60,Suspicious Command,iOS,China,0.88,2024-01-02 01:43:00
1545,user_2,Privilege Escalation,Android,Russia,0.86,2024-01-02 01:44:00
1546,user_68,Login,Linux,China,0.36,2024-01-02 01:45:00
1547,user_2,Suspicious Command,iOS,Russia,0.34,2024-01-02 01:46:00
1548,user_21,Failed Login,Android,Russia,0.73,2024-01-02 01:47:00
1549,user_76,VPN Access,Linux,India,0.42,2024-01-02 01:48:00
1550,user_80,VPN Access,Mac,Germany,0.32,2024-01-02 01:49:00
1551,user_94,VPN Access,Windows,India,0.22,2024-01-02 01:50:00
1552,user_21,Login,Linux,India,0.55,2024-01-02 01:51:00
1553,user_37,Failed Login,Windows,China,0.75,2024-01-02 01:52:00
1554,user_61,Suspicious Command,Android,China,0.65,2024-01-02 01:53:00
1555,user_29,File Access,Linux,USA,0.06,2024-01-02 01:54:00
1556,user_28,File Access,Android,Russia,0.41,2024-01-02 01:55:00
1557,user_71,File Access,iOS,Russia,0.9,2024-01-02 01:56:00
1558,user_87,File Access,Mac,China,0.65,2024-01-02 01:57:00
1559,user_24,File Access,Mac,Germany,0.52,2024-01-02 01:58:00
1560,user_98,Suspicious Command,Linux,China,0.89,2024-01-02 01:59:00
1561,user_16,Failed Login,iOS,Germany,0.08,2024-01-02 02:00:00
1562,user_71,Failed Login,Android,Russia,0.72,2024-01-02 02:01:00
1563,user_64,File Access,Windows,China,0.15,2024-01-02 02:02:00
1564,user_85,VPN Access,Linux,Germany,1.0,2024-01-02 02:03:00
1565,user_19,Login,Windows,India,0.95,2024-01-02 02:04:00
1566,user_60,Privilege Escalation,Android,Germany,0.96,2024-01-02 02:05:00
1567,user_38,Failed Login,Linux,UK,0.78,2024-01-02 02:06:00
1568,user_64,Suspicious Command,iOS,Germany,0.28,2024-01-02 02:07:00
1569,user_84,Suspicious Command,Android,China,0.04,2024-01-02 02:08:00
1570,user_97,Failed Login,Android,Germany,0.27,2024-01-02 02:09:00
1571,user_51,Privilege Escalation,Mac,Germany,0.16,2024-01-02 02:10:00
1572,user_45,Data Exfiltration,Windows,China,0.89,2024-01-02 02:11:00
1573,user_57,VPN Access,Mac,China,0.53,2024-01-02 02:12:00
1574,user_86,Suspicious Command,iOS,Germany,0.09,2024-01-02 02:13:00
1575,user_39,Suspicious Command,Windows,China,0.79,2024-01-02 02:14:00
1576,user_17,Privilege Escalation,Android,USA,0.86,2024-01-02 02:15:00
1577,user_95,Privilege Escalation,Windows,China,0.64,2024-01-02 02:16:00
1578,user_34,VPN Access,Linux,USA,0.84,2024-01-02 02:17:00
1579,user_61,Data Exfiltration,Windows,Russia,0.1,2024-01-02 02:18:00
1580,user_50,Failed Login,Linux,Germany,0.79,2024-01-02 02:19:00
1581,user_56,Failed Login,iOS,Germany,0.9,2024-01-02 02:20:00
1582,user_85,Login,iOS,Russia,0.4,2024-01-02 02:21:00
1583,user_64,Privilege Escalation,Windows,USA,0.83,2024-01-02 02:22:00
1584,user_21,VPN Access,Windows,USA,0.96,2024-01-02 02:23:00
1585,user_19,File Access,Mac,Russia,0.75,2024-01-02 02:24:00
1586,user_36,Failed Login,Android,China,0.5,2024-01-02 02:25:00
1587,user_26,Login,Windows,USA,0.86,2024-01-02 02:26:00
1588,user_61,Suspicious Command,Android,China,0.35,2024-01-02 02:27:00
1589,user_79,Suspicious Command,Android,China,0.38,2024-01-02 02:28:00
1590,user_16,Login,Mac,UK,0.52,2024-01-02 02:29:00
1591,user_84,File Access,iOS,USA,0.17,2024-01-02 02:30:00
1592,user_19,Failed Login,Mac,Germany,0.45,2024-01-02 02:31:00
1593,user_89,Login,Android,Russia,0.26,2024-01-02 02:32:00
1594,user_23,Data Exfiltration,Windows,UK,0.41,2024-01-02 02:33:00
