L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label,Attack
53984,3389,6,0.0,1520,9,1953,9,30,30,26,0,0,0,107,107,1213,40,40,1213,1520.0,1953.0,0,0,0,0,12160000,15624000,13,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
59928,53,17,0.0,56,1,104,1,0,0,0,0,0,0,0,0,104,56,56,104,56.0,104.0,0,0,0,0,448000,832000,2,0,0,0,0,0,0,0,0,23644,1,59,0,0,Benign
57131,3389,6,0.0,2880,14,2302,15,30,30,26,0,0,0,104,105,1213,40,40,1213,2880.0,2302.0,1348,5,77,1,23040000,18416000,21,4,1,2,1,64240,64000,17408,68,0,0,0,0,0,Benign
58526,53,17,5.126,71,1,131,1,0,0,0,0,0,0,128,128,131,71,71,131,142.0,262.0,0,0,0,0,1136000,1568000,2,2,0,0,0,0,0,0,0,43371,28,39,0,0,Benign
45106,3389,6,0.0,1918,14,1991,10,223,219,30,0,0,0,101,101,1195,40,40,1195,1918.0,1991.0,0,0,0,0,15344000,15928000,16,6,0,1,1,8192,64000,0,0,0,0,0,0,0,Benign
63294,53,17,0.0,68,1,129,1,0,0,0,0,0,0,0,0,129,68,68,129,68.0,129.0,0,0,0,0,544000,1032000,1,1,0,0,0,0,0,0,0,27483,28,60,0,0,Benign
51366,53,17,0.0,61,1,120,1,0,0,0,0,0,0,128,128,120,61,61,120,122.0,120.0,0,0,0,0,976000,960000,3,0,0,0,0,0,0,0,0,35612,28,60,0,0,Benign
54649,443,6,0.0,3910,26,9802,26,223,223,30,4294951,16,16,128,128,1500,40,40,1500,3910.0,9802.0,451,11,0,0,1840000,4608000,39,2,0,5,6,8192,29200,49920,195,0,0,0,0,0,Benign
55461,80,6,7.0,2687,23,3858,18,219,219,27,0,0,0,128,128,828,40,40,828,2687.0,3858.0,451,11,0,0,21496000,30864000,33,0,4,4,0,8192,65535,49920,195,0,0,0,0,0,Benign
50768,443,6,91.178,1156,20,4344,23,219,219,27,0,0,0,128,128,1500,40,40,1500,1156.0,4344.0,451,11,0,0,9248000,34752000,37,4,0,0,2,64240,64240,49920,195,0,0,0,0,0,Benign
57874,53,17,0.0,71,1,87,1,0,0,0,0,0,0,0,0,87,71,71,87,71.0,87.0,0,0,0,0,568000,696000,2,0,0,0,0,0,0,0,0,525,1,20,0,0,Benign
60653,445,6,0.0,498,5,342,4,30,26,30,0,0,0,98,98,171,40,40,171,498.0,342.0,0,0,0,0,3984000,2736000,6,3,0,0,0,16698,8192,0,0,0,0,0,0,0,Benign
59000,53,17,0.0,138,2,252,2,0,0,0,0,0,0,128,128,126,69,69,126,138.0,252.0,0,0,0,0,1104000,2016000,4,0,0,0,0,0,0,0,0,30809,1,60,0,0,Benign
56808,3389,6,0.0,1480,8,1873,7,30,30,26,0,0,0,96,96,1213,40,40,1213,1480.0,1873.0,0,0,0,0,11840000,14984000,10,2,1,1,1,64240,64000,0,0,0,0,0,0,0,Benign
61649,53,17,5.233,77,1,105,1,0,0,0,0,0,0,0,0,105,77,77,105,77.0,105.0,0,0,0,0,616000,840000,2,0,0,0,0,0,0,0,0,29603,28,60,0,0,Benign
58676,445,6,41.0,220,3,1460,10,30,26,30,0,0,0,103,103,171,40,40,171,220.0,1460.0,0,0,1197,7,1760000,11680000,5,8,0,0,0,16425,8192,0,0,0,0,0,0,0,Benign
53012,80,6,7.0,639,5,2558,7,223,219,31,0,0,0,128,128,1500,40,40,1500,639.0,2558.0,0,0,0,0,5112000,20464000,9,0,1,1,1,8192,29200,0,0,0,0,0,0,0,Benign
50761,53,17,0.0,73,1,176,1,0,0,0,0,0,0,0,0,176,73,73,176,73.0,176.0,0,0,0,0,584000,1408000,1,1,0,0,0,0,0,0,0,14715,1,60,0,0,Benign
53518,53,17,0.0,65,1,97,1,0,0,0,0,0,0,0,0,97,65,65,97,65.0,97.0,0,0,0,0,520000,776000,2,0,0,0,0,0,0,0,0,64462,1,60,0,0,Benign
52194,53,17,0.0,69,1,197,1,0,0,0,0,0,0,0,0,197,69,69,197,69.0,197.0,0,0,0,0,552000,1576000,1,1,0,0,0,0,0,0,0,6567,1,11,0,0,Benign
41825,445,6,0.0,768,7,342,4,30,26,30,0,0,0,102,102,171,40,40,171,768.0,342.0,270,2,0,0,6144000,2736000,6,5,0,0,0,16698,8192,3584,14,0,0,0,0,0,Benign
57945,53,17,5.126,70,1,210,1,0,0,0,0,0,0,128,128,210,70,70,210,140.0,210.0,0,0,0,0,1120000,1680000,2,1,0,0,0,0,0,0,0,45568,1,60,0,0,Benign
64225,53,17,0.0,73,1,89,1,0,0,0,0,0,0,0,0,89,73,73,89,73.0,89.0,0,0,0,0,584000,712000,2,0,0,0,0,0,0,0,0,7459,1,52,0,0,Benign
60040,53,17,0.0,56,1,72,1,0,0,0,0,0,0,0,0,72,56,56,72,56.0,72.0,0,0,0,0,448000,576000,2,0,0,0,0,0,0,0,0,2029,1,60,0,0,Benign
64269,53,17,0.0,58,1,93,1,0,0,0,0,0,0,0,0,93,58,58,93,58.0,93.0,0,0,0,0,464000,744000,2,0,0,0,0,0,0,0,0,11396,1,2,0,0,Benign
54114,53,17,0.0,60,1,118,1,0,0,0,0,0,0,128,128,118,60,60,118,120.0,236.0,0,0,0,0,960000,1416000,4,0,0,0,0,0,0,0,0,55691,1,51,0,0,Benign
47214,22810,6,0.0,40,1,0,0,2,2,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
63777,53,17,0.0,64,1,80,1,0,0,0,0,0,0,0,0,80,64,64,80,64.0,80.0,0,0,0,0,512000,640000,2,0,0,0,0,0,0,0,0,56172,1,60,0,0,Benign
56262,53,17,0.0,71,1,127,1,0,0,0,0,0,0,0,0,127,71,71,127,71.0,127.0,0,0,0,0,568000,1016000,2,0,0,0,0,0,0,0,0,5256,1,36,0,0,Benign
52272,3389,6,0.0,3981,27,4326,21,223,219,30,4294905,62,62,100,100,1219,40,40,1219,3981.0,4326.0,0,0,0,0,504000,544000,32,10,2,2,2,8192,64000,0,0,0,0,0,0,0,Benign
54187,53,17,5.126,71,1,125,1,0,0,0,0,0,0,0,0,125,71,71,125,71.0,125.0,0,0,0,0,568000,1000000,2,0,0,0,0,0,0,0,0,64594,1,60,0,0,Benign
52707,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,34434,1,27,0,0,Benign
50693,53,17,0.0,71,1,87,1,0,0,0,0,0,0,0,0,87,71,71,87,71.0,87.0,0,0,0,0,568000,696000,2,0,0,0,0,0,0,0,0,17763,1,30,0,0,Benign
50738,53,17,0.0,144,2,256,2,0,0,0,0,0,0,128,128,128,72,72,128,144.0,256.0,0,0,0,0,1152000,2048000,4,0,0,0,0,0,0,0,0,12077,28,20,0,0,Benign
60465,53,17,5.24,75,1,156,1,0,0,0,0,0,0,0,0,156,75,75,156,75.0,156.0,0,0,0,0,600000,1248000,1,1,0,0,0,0,0,0,0,40281,28,60,0,0,Benign
61935,53,17,0.0,64,1,80,1,0,0,0,0,0,0,0,0,80,64,64,80,64.0,80.0,0,0,0,0,512000,640000,2,0,0,0,0,0,0,0,0,43948,1,30,0,0,Benign
50153,3389,6,0.0,1512,9,3206,11,222,222,218,0,0,0,99,99,1213,40,40,1213,1512.0,3206.0,174,1,1213,1,12096000,25648000,14,2,1,1,2,8192,64000,44544,174,0,0,0,0,0,Benign
57447,3389,6,0.0,1087,10,673,9,223,219,94,0,0,0,101,101,237,40,40,237,1087.0,673.0,0,0,0,0,8696000,5384000,14,5,0,0,0,8192,64000,0,0,0,0,0,0,0,Benign
52284,53,17,0.0,56,1,117,1,0,0,0,0,0,0,0,0,117,56,56,117,56.0,117.0,0,0,0,0,448000,936000,2,0,0,0,0,0,0,0,0,53421,1,60,0,0,Benign
49784,443,6,91.14,5192,69,132388,110,223,223,27,0,0,0,128,128,1500,40,40,1500,5192.0,132388.0,451,11,0,0,41536000,1059104000,82,2,5,3,87,8192,29200,49920,195,0,0,0,0,0,Benign
52875,53,17,5.126,69,1,155,1,0,0,0,0,0,0,128,128,155,69,69,155,138.0,310.0,0,0,0,0,1104000,1856000,2,2,0,0,0,0,0,0,0,52473,1,60,0,0,Benign
1797,3389,6,0.0,1460,8,1869,7,30,30,26,0,0,0,105,105,1213,40,40,1213,1460.0,1869.0,0,0,0,0,11680000,14952000,10,2,1,1,1,65280,64000,0,0,0,0,0,0,0,Benign
59536,3389,6,0.0,2952,16,3746,14,222,222,26,4294779,188,188,100,102,1213,40,40,1213,2952.0,3746.0,0,0,0,0,120000,152000,20,4,2,2,2,8192,64000,0,0,0,0,0,0,0,Benign
51049,53,17,0.0,132,2,164,2,0,0,0,0,0,0,128,128,82,66,66,82,132.0,164.0,0,0,0,0,1056000,1312000,4,0,0,0,0,0,0,0,0,65189,1,60,0,0,Benign
52218,53,17,0.0,70,1,126,1,0,0,0,0,0,0,0,0,126,70,70,126,70.0,126.0,0,0,0,0,560000,1008000,2,0,0,0,0,0,0,0,0,2472,28,60,0,0,Benign
64803,3389,6,0.0,1460,8,1873,7,222,222,90,0,0,0,103,103,1213,40,40,1213,1460.0,1873.0,0,0,0,0,11680000,14984000,10,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
57291,53,17,0.0,66,1,122,1,0,0,0,0,0,0,128,128,122,66,66,122,132.0,122.0,0,0,0,0,1056000,976000,3,0,0,0,0,0,0,0,0,55220,28,17,0,0,Benign
58023,53,17,0.0,68,1,129,1,0,0,0,0,0,0,0,0,129,68,68,129,68.0,129.0,0,0,0,0,544000,1032000,1,1,0,0,0,0,0,0,0,29885,28,60,0,0,Benign
56771,53,17,0.0,152,2,666,2,0,0,0,0,0,0,128,128,333,76,76,333,152.0,666.0,0,0,0,0,1216000,5328000,2,0,2,0,0,0,0,0,0,23002,1,57,0,0,Benign
54541,3389,6,0.0,1476,8,1873,7,30,30,26,0,0,0,100,100,1213,40,40,1213,1476.0,1873.0,0,0,0,0,11808000,14984000,10,2,1,1,1,64240,64000,0,0,0,0,0,0,0,Benign
35757,3389,6,0.0,2032,14,2143,10,223,219,94,0,0,0,100,100,1219,40,40,1219,2032.0,2143.0,0,0,0,0,16256000,17144000,16,5,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
52596,53,17,0.0,56,1,106,1,0,0,0,0,0,0,0,0,106,56,56,106,56.0,106.0,0,0,0,0,448000,848000,2,0,0,0,0,0,0,0,0,63853,28,60,0,0,Benign
58799,53,17,5.126,75,1,131,1,0,0,0,0,0,0,0,0,131,75,75,131,75.0,131.0,0,0,0,0,600000,1048000,1,1,0,0,0,0,0,0,0,3498,1,60,0,0,Benign
47663,3389,6,0.0,1424,9,1721,7,30,30,26,0,0,0,36,36,1189,40,40,1189,1424.0,1721.0,0,0,0,0,11392000,13768000,11,3,0,1,1,8192,64000,0,0,0,0,0,0,0,Benign
49870,53,17,5.239,73,1,89,1,0,0,0,0,0,0,0,0,89,73,73,89,73.0,89.0,0,0,0,0,584000,712000,2,0,0,0,0,0,0,0,0,15983,1,41,0,0,Benign
50729,53,17,5.12,69,1,101,1,0,0,0,0,0,0,0,0,101,69,69,101,69.0,101.0,0,0,0,0,552000,808000,2,0,0,0,0,0,0,0,0,29814,1,60,0,0,Benign
52442,445,6,0.0,656,7,886,7,31,27,30,0,0,0,94,94,449,40,40,449,656.0,886.0,0,0,0,0,5248000,7088000,10,3,1,0,0,8192,8192,0,0,0,0,0,0,0,Benign
65195,53,17,0.0,61,1,253,1,0,0,0,0,0,0,0,0,253,61,61,253,61.0,253.0,0,0,0,0,488000,2024000,1,1,0,0,0,0,0,0,0,15942,1,60,0,0,Benign
58167,53,17,5.126,70,1,98,1,0,0,0,0,0,0,0,0,98,70,70,98,70.0,98.0,0,0,0,0,560000,784000,2,0,0,0,0,0,0,0,0,4621,28,60,0,0,Benign
50021,3389,6,0.0,1966,13,2143,10,223,219,30,4294951,0,16,101,101,1219,40,40,1219,1966.0,2143.0,0,0,0,0,15728000,1008000,15,5,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
10402,3389,6,0.0,1918,14,1991,10,223,219,30,0,0,0,100,100,1195,40,40,1195,1918.0,1991.0,0,0,0,0,15344000,15928000,16,6,0,1,1,8192,64000,0,0,0,0,0,0,0,Benign
54150,443,6,0.0,1707,19,8599,16,223,223,27,0,0,0,128,128,1500,40,40,1500,1707.0,8599.0,0,0,0,0,13656000,68792000,24,3,3,0,5,8192,29200,0,0,0,0,0,0,0,Benign
64002,53,17,0.0,65,1,162,1,0,0,0,0,0,0,128,128,162,65,65,162,130.0,324.0,0,0,0,0,1040000,1944000,2,2,0,0,0,0,0,0,0,64043,1,43,0,0,Benign
62931,53,17,0.0,72,1,88,1,0,0,0,0,0,0,0,0,88,72,72,88,72.0,88.0,0,0,0,0,576000,704000,2,0,0,0,0,0,0,0,0,58695,1,19,0,0,Benign
58678,3389,6,0.0,163,3,92,2,30,26,22,0,0,0,107,107,71,40,40,71,163.0,92.0,0,0,0,0,1304000,736000,5,0,0,0,0,32850,64000,0,0,0,0,0,0,0,Benign
6397,3389,6,0.0,1088,10,673,9,223,219,30,0,0,0,100,100,237,40,40,237,1088.0,673.0,0,0,0,0,8704000,5384000,14,5,0,0,0,8192,64000,0,0,0,0,0,0,0,Benign
52623,80,6,7.126,1187,18,2196,16,219,219,27,0,0,0,128,128,746,40,40,746,1187.0,2196.0,451,11,746,1,9496000,17568000,31,0,1,2,0,8192,42780,49920,195,0,0,0,0,0,Benign
57279,64623,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
53077,443,6,0.0,770,10,7569,12,219,219,27,0,0,0,128,128,1500,40,40,1500,770.0,7569.0,0,0,0,0,6160000,60552000,13,2,1,2,4,8192,29200,0,0,0,0,0,0,0,Benign
59773,53,17,0.0,72,1,145,1,0,0,0,0,0,0,128,128,145,72,72,145,144.0,290.0,0,0,0,0,1152000,1736000,2,2,0,0,0,0,0,0,0,42680,28,60,0,0,Benign
49854,3389,6,0.0,1476,8,1913,8,222,222,90,0,0,0,102,102,1213,40,40,1213,1476.0,1913.0,0,0,0,0,11808000,15304000,11,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
49816,443,6,91.239,1808,21,5872,20,219,219,27,0,0,0,128,128,1470,40,40,1470,1808.0,5872.0,0,0,0,0,14464000,46976000,31,3,4,1,2,8192,42780,0,0,0,0,0,0,0,Benign
61328,445,6,0.0,494,5,338,4,30,26,30,0,0,0,102,102,171,40,40,171,494.0,338.0,0,0,0,0,3952000,2704000,6,3,0,0,0,64800,64800,0,0,0,0,0,0,0,Benign
51684,80,6,7.0,649,5,1072,5,219,219,27,0,0,0,128,128,900,40,40,900,649.0,1072.0,0,0,0,0,5192000,8576000,8,0,1,1,0,8192,14600,0,0,0,0,0,0,0,Benign
51983,53,17,0.0,60,1,118,1,0,0,0,0,0,0,128,128,118,60,60,118,120.0,118.0,0,0,0,0,960000,944000,3,0,0,0,0,0,0,0,0,52387,1,60,0,0,Benign
53337,3389,6,0.0,1970,14,764,9,223,219,94,0,0,0,101,101,728,40,40,728,1970.0,764.0,0,0,0,0,15760000,6112000,19,1,2,1,0,8192,64000,0,0,0,0,0,0,0,Benign
2206,445,6,41.0,132,3,132,3,23,19,22,0,0,0,102,102,52,40,40,52,132.0,132.0,0,0,0,0,1056000,1056000,6,0,0,0,0,16425,8192,0,0,0,0,0,0,0,Benign
28713,23,6,77.0,40,1,0,0,2,2,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,14600,0,0,0,0,0,0,0,0,Benign
56226,3389,6,0.0,1364,8,1721,7,222,222,26,0,0,0,105,105,1189,40,40,1189,1364.0,1721.0,0,0,0,0,10912000,13768000,10,3,0,1,1,8192,64000,0,0,0,0,0,0,0,Benign
49158,3389,6,0.0,1464,10,1721,7,222,222,26,0,0,0,99,99,1189,40,40,1189,1464.0,1721.0,0,0,0,0,11712000,13768000,12,3,0,1,1,8192,64000,0,0,0,0,0,0,0,Benign
138,138,17,0.0,22195,97,0,0,0,0,0,4293702,1265,0,128,128,232,202,0,232,3306829510594.0,0.0,0,0,0,0,240000,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,Benign
19340,3389,6,0.0,1470,8,1873,7,222,222,26,0,0,0,100,100,1213,40,40,1213,1470.0,1873.0,0,0,0,0,11760000,14984000,10,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
51991,443,6,0.0,1681,11,6382,13,219,219,91,4294952,15,15,128,128,1500,40,40,1500,1681.0,6382.0,41,1,0,0,840000,3184000,15,0,4,2,3,8192,14600,10496,41,0,0,0,0,0,Benign
57475,53,17,0.0,72,1,128,1,0,0,0,0,0,0,0,0,128,72,72,128,72.0,128.0,0,0,0,0,576000,1024000,2,0,0,0,0,0,0,0,0,51793,28,20,0,0,Benign
52152,443,6,0.0,891,7,515,8,223,223,27,0,0,0,128,128,557,40,40,557,891.0,515.0,0,0,0,0,7128000,4120000,13,1,0,1,0,8192,29200,0,0,0,0,0,0,0,Benign
52856,53,17,5.126,65,1,185,1,0,0,0,0,0,0,128,128,185,65,65,185,130.0,370.0,0,0,0,0,1040000,2216000,2,2,0,0,0,0,0,0,0,33147,1,60,0,0,Benign
61346,3389,6,0.0,1476,8,1873,7,222,222,90,0,0,0,94,94,1213,40,40,1213,1476.0,1873.0,0,0,0,0,11808000,14984000,10,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
50299,3389,6,0.0,1838,12,1991,10,223,219,30,0,0,0,100,100,1195,40,40,1195,1838.0,1991.0,0,0,0,0,14704000,15928000,14,6,0,1,1,8192,64000,0,0,0,0,0,0,0,Benign
51106,57797,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
49606,3389,6,0.0,1480,8,1873,7,222,222,90,0,0,0,107,107,1213,40,40,1213,1480.0,1873.0,0,0,0,0,11840000,14984000,10,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
36563,3128,6,131.0,120,2,0,0,2,2,0,0,0,0,43,43,60,60,0,60,120.0,0.0,0,0,0,0,960000,0,2,0,0,0,0,14600,0,0,0,0,0,0,0,0,Benign
54097,445,6,41.0,128,3,128,3,23,19,22,0,0,0,99,99,48,40,40,48,128.0,128.0,0,0,0,0,1024000,1024000,6,0,0,0,0,64240,64240,0,0,0,0,0,0,0,Benign
13177,3389,6,0.0,2012,14,2143,10,223,219,30,0,0,0,100,100,1219,40,40,1219,2012.0,2143.0,0,0,0,0,16096000,17144000,16,5,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
58643,3389,6,0.0,1380,8,1721,7,222,222,26,0,0,0,99,99,1189,40,40,1189,1380.0,1721.0,0,0,0,0,11040000,13768000,10,3,0,1,1,8192,64000,0,0,0,0,0,0,0,Benign
13005,3389,6,0.0,1496,8,2104,10,30,30,26,0,0,0,40,104,1213,40,40,1213,1496.0,2104.0,0,0,231,3,11968000,16832000,13,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
54869,53,17,0.0,59,1,134,1,0,0,0,0,0,0,0,0,134,59,59,134,59.0,134.0,0,0,0,0,472000,1072000,1,1,0,0,0,0,0,0,0,7391,28,60,0,0,Benign
52242,53,17,0.0,64,1,151,1,0,0,0,0,0,0,0,0,151,64,64,151,64.0,151.0,0,0,0,0,512000,1208000,1,1,0,0,0,0,0,0,0,19790,28,60,0,0,Benign
53583,53,17,0.0,67,1,148,1,0,0,0,0,0,0,0,0,148,67,67,148,67.0,148.0,0,0,0,0,536000,1184000,1,1,0,0,0,0,0,0,0,14280,28,60,0,0,Benign
50937,53,17,0.0,60,1,294,1,0,0,0,0,0,0,0,0,294,60,60,294,60.0,294.0,0,0,0,0,480000,2352000,1,0,1,0,0,0,0,0,0,46041,1,60,0,0,Benign
65266,5355,17,0.0,140,2,0,0,0,0,0,0,0,0,1,1,70,70,0,70,140.0,0.0,0,0,0,0,1120000,0,2,0,0,0,0,0,0,0,0,56518,28,0,0,0,Benign
58929,53,17,0.0,75,1,135,1,0,0,0,0,0,0,0,0,135,75,75,135,75.0,135.0,0,0,0,0,600000,1080000,1,1,0,0,0,0,0,0,0,11791,1,41,0,0,Benign
52447,3389,6,0.0,1560,10,1873,7,222,222,90,0,0,0,102,102,1213,40,40,1213,1560.0,1873.0,0,0,0,0,12480000,14984000,12,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
55639,53,17,5.119,67,1,95,1,0,0,0,0,0,0,0,0,95,67,67,95,67.0,95.0,0,0,0,0,536000,760000,2,0,0,0,0,0,0,0,0,43779,28,40,0,0,Benign
56585,3389,6,0.0,1480,8,1913,8,222,222,90,0,0,0,107,107,1213,40,40,1213,1480.0,1913.0,0,0,0,0,11840000,15304000,11,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
53484,53,17,0.0,63,1,107,1,0,0,0,0,0,0,0,0,107,63,63,107,63.0,107.0,0,0,0,0,504000,856000,2,0,0,0,0,0,0,0,0,60223,28,60,0,0,Benign
49520,443,6,0.0,1458,8,9212,14,27,27,27,0,0,0,128,128,1500,40,40,1500,1458.0,9212.0,0,0,0,0,11664000,73696000,13,1,0,2,6,64240,31248,0,0,0,0,0,0,0,Benign
11908,3389,6,0.0,1476,8,1873,7,30,30,26,0,0,0,99,99,1213,40,40,1213,1476.0,1873.0,0,0,0,0,11808000,14984000,10,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
24725,3389,6,0.0,1958,14,764,9,223,219,94,4294951,0,16,100,100,720,40,40,720,1958.0,764.0,0,0,0,0,15664000,352000,19,1,2,1,0,8192,64000,0,0,0,0,0,0,0,Benign
50801,80,6,7.0,648,5,1070,5,219,219,27,0,0,0,128,128,898,40,40,898,648.0,1070.0,0,0,0,0,5184000,8560000,8,0,1,1,0,8192,14600,0,0,0,0,0,0,0,Benign
50413,443,6,91.233,2122,18,5112,18,223,223,95,0,0,0,128,128,1500,40,40,1500,2122.0,5112.0,0,0,0,0,16976000,40896000,29,3,0,1,3,8192,64240,0,0,0,0,0,0,0,Benign
52428,443,6,91.178,1482,15,3990,15,219,219,27,0,0,0,128,128,1500,40,40,1500,1482.0,3990.0,246,6,0,0,11856000,31920000,23,4,0,1,2,8192,26883,62976,246,0,0,0,0,0,Benign
62654,3389,6,0.0,1460,8,1869,7,30,30,26,0,0,0,105,105,1213,40,40,1213,1460.0,1869.0,0,0,0,0,11680000,14952000,10,2,1,1,1,65280,64000,0,0,0,0,0,0,0,Benign
60513,53,17,0.0,128,2,160,2,0,0,0,0,0,0,128,128,80,64,64,80,128.0,160.0,0,0,0,0,1024000,1280000,4,0,0,0,0,0,0,0,0,30627,1,60,0,0,Benign
57705,445,6,41.0,132,3,132,3,23,19,22,0,0,0,39,40,52,40,40,52,132.0,132.0,0,0,0,0,1056000,1056000,6,0,0,0,0,16425,8192,0,0,0,0,0,0,0,Benign
53669,53,17,5.126,65,1,185,1,0,0,0,0,0,0,0,0,185,65,65,185,65.0,185.0,0,0,0,0,520000,1480000,1,1,0,0,0,0,0,0,0,58096,1,60,0,0,Benign
51790,53,17,0.0,63,1,111,1,0,0,0,0,0,0,0,0,111,63,63,111,63.0,111.0,0,0,0,0,504000,888000,2,0,0,0,0,0,0,0,0,52306,1,60,0,0,Benign
51917,53,17,0.0,58,1,148,1,0,0,0,0,0,0,0,0,148,58,58,148,58.0,148.0,0,0,0,0,464000,1184000,1,1,0,0,0,0,0,0,0,59528,1,60,0,0,Benign
65136,53,17,0.0,120,2,298,2,0,0,0,0,0,0,128,128,149,60,60,149,120.0,298.0,0,0,0,0,960000,2384000,2,2,0,0,0,0,0,0,0,63004,1,30,0,0,Benign
62344,53,17,0.0,67,1,135,1,0,0,0,0,0,0,0,0,135,67,67,135,67.0,135.0,0,0,0,0,536000,1080000,1,1,0,0,0,0,0,0,0,30750,28,60,0,0,Benign
49600,445,6,0.0,585,5,344,4,30,26,30,0,0,0,96,97,180,40,40,180,585.0,344.0,0,0,0,0,4680000,2752000,5,4,0,0,0,16425,8192,0,0,0,0,0,0,0,Benign
64286,53,17,0.0,70,1,183,1,0,0,0,0,0,0,0,0,183,70,70,183,70.0,183.0,0,0,0,0,560000,1464000,1,1,0,0,0,0,0,0,0,53010,1,51,0,0,Benign
49765,443,6,0.0,722,9,3561,8,223,223,27,0,0,0,128,128,1500,40,40,1500,722.0,3561.0,0,0,0,0,5776000,28488000,12,2,1,0,2,8192,29200,0,0,0,0,0,0,0,Benign
65216,53,17,0.0,61,1,77,1,0,0,0,0,0,0,0,0,77,61,61,77,61.0,77.0,0,0,0,0,488000,616000,2,0,0,0,0,0,0,0,0,3603,1,60,0,0,Benign
60082,53,17,0.0,63,1,79,1,0,0,0,0,0,0,0,0,79,63,63,79,63.0,79.0,0,0,0,0,504000,632000,2,0,0,0,0,0,0,0,0,45309,1,55,0,0,Benign
58063,3389,6,0.0,1640,12,1873,7,222,222,26,0,0,0,127,127,1213,40,40,1213,1640.0,1873.0,0,0,0,0,13120000,14984000,14,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
51073,443,6,91.178,651,8,7023,10,31,31,27,0,0,0,128,128,1500,40,40,1500,651.0,7023.0,0,0,0,0,5208000,56184000,11,2,0,1,4,8192,26883,0,0,0,0,0,0,0,Benign
62906,53,17,0.0,72,1,128,1,0,0,0,0,0,0,0,0,128,72,72,128,72.0,128.0,0,0,0,0,576000,1024000,2,0,0,0,0,0,0,0,0,39167,28,19,0,0,Benign
49616,3389,6,0.0,1380,8,1721,7,222,222,26,0,0,0,96,96,1189,40,40,1189,1380.0,1721.0,0,0,0,0,11040000,13768000,10,3,0,1,1,8192,64000,0,0,0,0,0,0,0,Benign
63968,3389,6,0.0,1364,8,1761,8,222,222,26,0,0,0,103,103,1189,40,40,1189,1364.0,1761.0,0,0,0,0,10912000,14088000,11,3,0,1,1,8192,64000,0,0,0,0,0,0,0,Benign
52669,443,6,0.0,2043,9,7009,11,219,219,27,0,0,0,128,128,1500,40,40,1500,2043.0,7009.0,0,0,0,0,16344000,56072000,11,2,2,0,5,8192,29200,0,0,0,0,0,0,0,Benign
